Date,ES_Open,ES_Close,ES_Volume,NQ_Open,NQ_Close,NQ_Volume,VIX_Close
2021-04-21 00:00:00,4121.25,4164.75,1505474,13740.0,13919.25,510093,17.5
2021-04-21 04:00:00,4121.25,4164.75,0,13740.0,13919.25,0,17.5
2021-04-21 08:00:00,4121.25,4164.75,0,13740.0,13919.25,0,17.5
2021-04-21 12:00:00,4121.25,4164.75,0,13740.0,13919.25,0,17.5
2021-04-21 16:00:00,4121.25,4164.75,0,13740.0,13919.25,0,17.5
2021-04-21 20:00:00,4121.25,4164.75,0,13740.0,13919.25,0,17.5
2021-04-22 00:00:00,4157.5,4127.75,1944942,13896.5,13750.25,623942,18.709999084472656
2021-04-22 04:00:00,4157.5,4127.75,0,13896.5,13750.25,0,18.709999084472656
2021-04-22 08:00:00,4157.5,4127.75,0,13896.5,13750.25,0,18.709999084472656
2021-04-22 12:00:00,4157.5,4127.75,0,13896.5,13750.25,0,18.709999084472656
2021-04-22 16:00:00,4157.5,4127.75,0,13896.5,13750.25,0,18.709999084472656
2021-04-22 20:00:00,4157.5,4127.75,0,13896.5,13750.25,0,18.709999084472656
2021-04-23 00:00:00,4129.0,4171.5,1509514,13757.0,13927.0,450885,17.329999923706055
2021-04-23 04:00:00,4129.0,4171.5,0,13757.0,13927.0,0,17.329999923706055
2021-04-23 08:00:00,4129.0,4171.5,0,13757.0,13927.0,0,17.329999923706055
2021-04-23 12:00:00,4129.0,4171.5,0,13757.0,13927.0,0,17.329999923706055
2021-04-23 16:00:00,4129.0,4171.5,0,13757.0,13927.0,0,17.329999923706055
2021-04-23 20:00:00,4129.0,4171.5,0,13757.0,13927.0,0,17.329999923706055
2021-04-24 00:00:00,4129.0,4171.5,0,13757.0,13927.0,0,17.329999923706055
2021-04-24 04:00:00,4129.0,4171.5,0,13757.0,13927.0,0,17.329999923706055
2021-04-24 08:00:00,4129.0,4171.5,0,13757.0,13927.0,0,17.329999923706055
2021-04-24 12:00:00,4129.0,4171.5,0,13757.0,13927.0,0,17.329999923706055
2021-04-24 16:00:00,4129.0,4171.5,0,13757.0,13927.0,0,17.329999923706055
2021-04-24 20:00:00,4129.0,4171.5,0,13757.0,13927.0,0,17.329999923706055
2021-04-25 00:00:00,4129.0,4171.5,0,13757.0,13927.0,0,17.329999923706055
2021-04-25 04:00:00,4129.0,4171.5,0,13757.0,13927.0,0,17.329999923706055
2021-04-25 08:00:00,4129.0,4171.5,0,13757.0,13927.0,0,17.329999923706055
2021-04-25 12:00:00,4129.0,4171.5,0,13757.0,13927.0,0,17.329999923706055
2021-04-25 16:00:00,4129.0,4171.5,0,13757.0,13927.0,0,17.329999923706055
2021-04-25 20:00:00,4129.0,4171.5,0,13757.0,13927.0,0,17.329999923706055
2021-04-26 00:00:00,4170.75,4179.5,1019731,13919.75,14011.5,403664,17.639999389648438
2021-04-26 04:00:00,4170.75,4179.5,0,13919.75,14011.5,0,17.639999389648438
2021-04-26 08:00:00,4170.75,4179.5,0,13919.75,14011.5,0,17.639999389648438
2021-04-26 12:00:00,4170.75,4179.5,0,13919.75,14011.5,0,17.639999389648438
2021-04-26 16:00:00,4170.75,4179.5,0,13919.75,14011.5,0,17.639999389648438
2021-04-26 20:00:00,4170.75,4179.5,0,13919.75,14011.5,0,17.639999389648438
2021-04-27 00:00:00,4181.5,4179.0,992029,14024.75,13953.0,412801,17.559999465942383
2021-04-27 04:00:00,4181.5,4179.0,0,14024.75,13953.0,0,17.559999465942383
2021-04-27 08:00:00,4181.5,4179.0,0,14024.75,13953.0,0,17.559999465942383
2021-04-27 12:00:00,4181.5,4179.0,0,14024.75,13953.0,0,17.559999465942383
2021-04-27 16:00:00,4181.5,4179.0,0,14024.75,13953.0,0,17.559999465942383
2021-04-27 20:00:00,4181.5,4179.0,0,14024.75,13953.0,0,17.559999465942383
2021-04-28 00:00:00,4180.25,4176.25,1282972,13955.5,13892.25,501596,17.280000686645508
2021-04-28 04:00:00,4180.25,4176.25,0,13955.5,13892.25,0,17.280000686645508
2021-04-28 08:00:00,4180.25,4176.25,0,13955.5,13892.25,0,17.280000686645508
2021-04-28 12:00:00,4180.25,4176.25,0,13955.5,13892.25,0,17.280000686645508
2021-04-28 16:00:00,4180.25,4176.25,0,13955.5,13892.25,0,17.280000686645508
2021-04-28 20:00:00,4180.25,4176.25,0,13955.5,13892.25,0,17.280000686645508
2021-04-29 00:00:00,4184.75,4203.5,1746965,13973.5,13953.5,595555,17.610000610351562
2021-04-29 04:00:00,4184.75,4203.5,0,13973.5,13953.5,0,17.610000610351562
2021-04-29 08:00:00,4184.75,4203.5,0,13973.5,13953.5,0,17.610000610351562
2021-04-29 12:00:00,4184.75,4203.5,0,13973.5,13953.5,0,17.610000610351562
2021-04-29 16:00:00,4184.75,4203.5,0,13973.5,13953.5,0,17.610000610351562
2021-04-29 20:00:00,4184.75,4203.5,0,13973.5,13953.5,0,17.610000610351562
2021-04-30 00:00:00,4200.75,4174.5,1898434,13948.25,13850.0,555237,18.610000610351562
2021-04-30 04:00:00,4200.75,4174.5,0,13948.25,13850.0,0,18.610000610351562
2021-04-30 08:00:00,4200.75,4174.5,0,13948.25,13850.0,0,18.610000610351562
2021-04-30 12:00:00,4200.75,4174.5,0,13948.25,13850.0,0,18.610000610351562
2021-04-30 16:00:00,4200.75,4174.5,0,13948.25,13850.0,0,18.610000610351562
2021-04-30 20:00:00,4200.75,4174.5,0,13948.25,13850.0,0,18.610000610351562
2021-05-01 00:00:00,4200.75,4174.5,0,13948.25,13850.0,0,18.610000610351562
2021-05-01 04:00:00,4200.75,4174.5,0,13948.25,13850.0,0,18.610000610351562
2021-05-01 08:00:00,4200.75,4174.5,0,13948.25,13850.0,0,18.610000610351562
2021-05-01 12:00:00,4200.75,4174.5,0,13948.25,13850.0,0,18.610000610351562
2021-05-01 16:00:00,4200.75,4174.5,0,13948.25,13850.0,0,18.610000610351562
2021-05-01 20:00:00,4200.75,4174.5,0,13948.25,13850.0,0,18.610000610351562
2021-05-02 00:00:00,4200.75,4174.5,0,13948.25,13850.0,0,18.610000610351562
2021-05-02 04:00:00,4200.75,4174.5,0,13948.25,13850.0,0,18.610000610351562
2021-05-02 08:00:00,4200.75,4174.5,0,13948.25,13850.0,0,18.610000610351562
2021-05-02 12:00:00,4200.75,4174.5,0,13948.25,13850.0,0,18.610000610351562
2021-05-02 16:00:00,4200.75,4174.5,0,13948.25,13850.0,0,18.610000610351562
2021-05-02 20:00:00,4200.75,4174.5,0,13948.25,13850.0,0,18.610000610351562
2021-05-03 00:00:00,4181.5,4185.75,1256240,13880.25,13790.0,473913,18.309999465942383
2021-05-03 04:00:00,4181.5,4185.75,0,13880.25,13790.0,0,18.309999465942383
2021-05-03 08:00:00,4181.5,4185.75,0,13880.25,13790.0,0,18.309999465942383
2021-05-03 12:00:00,4181.5,4185.75,0,13880.25,13790.0,0,18.309999465942383
2021-05-03 16:00:00,4181.5,4185.75,0,13880.25,13790.0,0,18.309999465942383
2021-05-03 20:00:00,4181.5,4185.75,0,13880.25,13790.0,0,18.309999465942383
2021-05-04 00:00:00,4184.25,4158.25,2003587,13785.0,13536.0,667316,19.479999542236328
2021-05-04 04:00:00,4184.25,4158.25,0,13785.0,13536.0,0,19.479999542236328
2021-05-04 08:00:00,4184.25,4158.25,0,13785.0,13536.0,0,19.479999542236328
2021-05-04 12:00:00,4184.25,4158.25,0,13785.0,13536.0,0,19.479999542236328
2021-05-04 16:00:00,4184.25,4158.25,0,13785.0,13536.0,0,19.479999542236328
2021-05-04 20:00:00,4184.25,4158.25,0,13785.0,13536.0,0,19.479999542236328
2021-05-05 00:00:00,4158.25,4160.0,1418246,13525.75,13491.0,520694,19.149999618530273
